time_s,target_x_mm,target_y_mm,target_z_mm,achieved_x_mm,achieved_y_mm,achieved_z_mm,position_error_mm,J1_deg,J2_deg,J3_deg,J4_deg,J5_deg,J6_deg,J1_us,J2_us,J3_us,J4_us,J5_us,J6_us
0.4,466.081994064941,45.3901821839263,196.180339887499,466.081994064941,45.3901821839263,196.180339887499,0,5.56230589874905,68.7885366670099,-104.120790450722,35.3322537837122,0,0,1331.20226591666,2109.54471605192,2251.26511444979,1771.72039839787,1610,1540
0.44,465.283734237168,49.7021672583068,196.774758404906,465.283734237168,49.7021672583068,196.774758404906,6.35528743231302e-14,6.09728256441525,68.9134275249234,-104.161801556082,35.248374031159,0,0,1335.16505603271,2110.46983351795,2251.56890041543,1771.09906689747,1610,1540
0.48,464.419004255016,53.9506790167893,197.362491053694,464.419004255016,53.9506790167893,197.362491053694,7.105427357601e-15,6.6262419483242,69.0427354368508,-104.210500461315,35.1677650244645,0,0,1339.08327369129,2111.4276699026,2251.92963304678,1770.50196314418,1610,1540
0.52,463.490292042922,58.1305654232391,197.942957812696,463.490292042922,58.1305654232391,197.942957812696,1.27304196462098e-13,7.14866203142605,69.1763552534186,-104.266827424323,35.0904721709047,0,0,1342.95305208464,2112.41744632162,2252.3468698098,1769.92942348818,1610,1540
0.56,462.500252250157,62.2368267977483,198.515585831301,462.500252250157,62.2368267977483,198.515585831302,5.6843418860808e-14,7.66402724817131,69.3141773220738,-104.330714784404,35.0165374623305,0,0,1346.77057220868,2113.43835053388,2252.82010951411,1769.38175898023,1610,1540
0.6,461.451694771315,66.2646249611783,199.079809994791,461.451694771316,66.2646249611783,199.079809994791,6.35528743231302e-14,8.17182899531184,69.4560875394222,-104.402087086574,34.9459995471518,0,0,1350.53206663194,2114.48953732905,2253.34879323388,1768.85925590483,1610,1540
0.64,460.347572698842,70.2092916183094,199.635073482034,460.347572698842,70.2092916183094,199.635073482034,6.51223174224333e-14,8.67156613383088,69.6019674093346,-104.48086121633,34.8788938069952,0,0,1354.23382321356,2115.57012895803,2253.93230530615,1768.36217634811,1610,1540
0.68,459.190969778446,74.0663359535748,200.180828315007,459.190969778446,74.0663359535748,200.180828315007,2.8421709430404e-14,9.16274548350668,69.7516941067419,-104.566946544368,34.8152524376261,0,0,1357.87218876672,2116.6792156055,2254.56997440273,1767.89075879723,1610,1540
0.72,457.985087440161,77.8314514193835,200.71653589958,457.985087440161,77.8314514193835,200.71653589958,3.17764371615651e-14,9.64488230962194,69.9051405470259,-104.660245080734,34.7551045337085,0,0,1361.44357266387,2117.8158559039,2255.26107467211,1767.44521876821,1610,1540
0.76,456.733231479057,81.5005217031039,201.241667557043,456.733231479057,81.5005217031039,201.241667557043,8.03887338846093e-14,10.1175008013384,70.0621754609046,-104.760651637867,34.698476176962,0,0,1364.94445038028,2118.97907748818,2256.00482694716,1767.02574945898,1610,1540
0.8,455.438798460331,85.0696258648302,201.755705045849,455.438798460331,85.0696258648302,201.755705045849,8.16351451723282e-14,10.5801345412645,70.2226634746997,-104.86805400196,34.6453905272605,0,0,1368.37136697233,2120.16787759037,2256.80040001452,1766.63252242415,1610,1540
0.84,454.105261923651,88.5350426440305,202.25814107306,454.105261923651,88.5350426440305,202.25814107306,1.4210854715202e-14,11.0323269657536,70.3864651958682,-104.982333112076,34.5958679162073,0,0,1371.72094048706,2121.3812236731,2257.6469119413,1766.2656882682,1610,1540
0.88,452.736158461201,91.8932539390195,202.748479794974,452.736158461201,91.8932539390195,202.748479794974,1.0247593068766e-13,11.4736318154764,70.5534373036757,-105.103363246385,34.5499259427093,0,0,1374.98986529983,2122.6180541013,2258.5434314547,1765.9253773534,1610,1540
